1.0,mexican,0.9471836360860937
8.0,japanese,0.9441384736428009
11.0,korean,0.9277845777233782
3.0,indian,0.9248554913294798
15.0,filipino,0.918722786647315
7.0,thai,0.9157266091572661
13.0,moroccan,0.914004914004914
17.0,jamaican,0.9057692307692308
0.0,italian,0.9046633386095215
9.0,greek,0.9017857142857143
4.0,chinese,0.8967857142857143
14.0,british,0.8917682926829268
19.0,brazilian,0.8901869158878505
6.0,cajun_creole,0.8867059593975115
12.0,vietnamese,0.8806366047745358
10.0,spanish,0.8618421052631579
16.0,irish,0.8613861386138614
2.0,southern_us,0.8575192096597146
5.0,french,0.8197226502311248
18.0,russian,0.8004201680672269
